gene,cluster,rank
IGKV2-30,16,172
TCL1B,16,173
NKG7,16,174
IGHM,16,175
IGHV1-3,16,176
IGKV3-20,16,177
TRBV7-3,16,178
AC233755.2,16,179
TRBV28,16,180
IGLV1-40,16,181
CCL4,16,182
LRRC26,16,183
CD9,16,184
CCDC50,16,185
CD74,16,186
IGHA1,16,187
IGKV1-5,16,188
MS4A1,16,189
IGKV2-24,16,190
TCL1A,16,191
FCGR3A,16,192
CXCL2,16,193
TRBV6-2,16,194
IGHV7-4-1,16,195
CD1C,16,196
S100A8,16,197
IGHV5-51,16,198
IGKV1-9,16,199
IGHV3-33,16,200
LST1,16,201
IGKV3-11,16,202
IGKV3-15,16,203
IGKV2D-28,16,204
IGHV3-20,16,205
PLD4,16,206
TRBV4-2,16,207
MS4A7,16,208
FCER1G,16,209
IGHV3-53,16,210
IGHV2-5,16,211
IGHV4-39,16,212
IGHV3-48,16,213
G0S2,16,214
HLA-DPB1,16,215
CXCL3,16,216
S100A9,16,217
CST3,16,218
IGKV1D-13,16,219
HLA-DPA1,16,220
SERPINA1,16,221
HLA-DRB5,16,222
IGHV3-74,16,223
S100A12,16,224
HLA-DQB1,16,225
IL1B,16,226
CXCL8,16,227
LYZ,16,228
LYPD2,16,229
VMO1,16,230
HMOX1,16,231
HLA-DRB1,16,232
HLA-DQA2,16,233
IGLV3-10,16,234
IGHV1-46,16,235
HLA-DQA1,16,236
FCN1,16,237
HLA-DRA,16,238
MAFB,16,239
SMIM25,16,240
IGHV1-69D,16,241
IGLV4-69,16,242
EREG,16,243
CLEC10A,16,244
IGLV2-5,16,245
APOBEC3A,16,246
C1QA,16,247
IGKV1-8,16,248
IGLV3-25,16,249
C1QB,16,250
TRBV11-2,17,1
TRBV30,17,2
TRAV39,17,3
TRBV15,17,4
TRBV23-1,17,5
TRBV27,17,6
TRAV26-2,17,7
TRAV12-2,17,8
TRAV16,17,9
TRBV7-9,17,10
TRAV14DV4,17,11
TRAV23DV6,17,12
TRBV12-4,17,13
TRAV21,17,14
CD8B,17,15
TRDV1,17,16
TRAV29DV5,17,17
TRAV12-3,17,18
TRBV18,17,19
TRAV9-2,17,20
TRBV19,17,21
TRAV13-1,17,22
TRBV4-1,17,23
TRAV8-4,17,24
TRAV5,17,25
TRAV38-2DV8,17,26
TRGV10,17,27
FOXP3,17,28
LINC02446,17,29
TRBV5-6,17,30
TRBV21-1,17,31
TRAV41,17,32
CD8A,17,33
TRBV4-2,17,34
ZNF683,17,35
TRAV3,17,36
TRAV38-1,17,37
KLRB1,17,38
S100B,17,39
TRAV19,17,40
TRAV12-1,17,41
TRBV7-2,17,42
TRAV30,17,43
TRBV5-1,17,44
TRAV27,17,45
TRBV29-1,17,46
TRBV10-3,17,47
TRAV20,17,48
TRBV3-1,17,49
TRAV10,17,50
TRBV13,17,51
TRBV6-5,17,52
IFNG,17,53
TRBV7-6,17,54
GZMK,17,55
TRBV5-5,17,56
CTSW,17,57
TRBV12-3,17,58
IGHV4-28,17,59
TRBV24-1,17,60
STMN1,17,61
TRDC,17,62
TRAV8-1,17,63
TRBV5-4,17,64
KLRC1,17,65
TNF,17,66
CCL5,17,67
MTRNR2L12,17,68
ITM2C,17,69
FGFBP2,17,70
TRBV9,17,71
TXNDC5,17,72
IRF7,17,73
CCL20,17,74
TRBV14,17,75
CST7,17,76
GZMA,17,77
TRBV6-4,17,78
GZMH,17,79
TSC22D1,17,80
SERPINF1,17,81
LMNA,17,82
TRDV2,17,83
CDKN1C,17,84
IGLV2-14,17,85
IGHV4-31,17,86
PRF1,17,87
CLDN5,17,88
IGHV3-13,17,89
IGLV1-44,17,90
IGHV3-7,17,91
GNLY,17,92
TPM2,17,93
IGHD,17,94
CLEC4C,17,95
PTGDS,17,96
CLIC3,17,97
CD79A,17,98
TRBV6-1,17,99
IGHV4-59,17,100
IGKV1-16,17,101
IGLC2,17,102
FTL,17,103
TNFRSF17,17,104
IGKV1-5,17,105
PTCRA,17,106
KLRD1,17,107
IGLV2-8,17,108
SPON2,17,109
CLU,17,110
IGLV3-1,17,111
MPIG6B,17,112
IGHV3-11,17,113
CAVIN2,17,114
IGLV3-19,17,115
NKG7,17,116
IGHV3-23,17,117
GZMB,17,118
TRBV7-3,17,119
TRBV28,17,120
PSAP,17,121
IGHV5-51,17,122
DERL3,17,123
IGHV3-15,17,124
LILRA4,17,125
MZB1,17,126
IGHV3-33,17,127
CCL3,17,128
IGKV2-29,17,129
IGKV3-15,17,130
CKB,17,131
IGHV4-4,17,132
GP9,17,133
IGHA2,17,134
IGHM,17,135
IGLC3,17,136
IGHV1-3,17,137
IRF8,17,138
CD74,17,139
TRBV6-6,17,140
SPARC,17,141
TUBB1,17,142
IGHV4-34,17,143
CD9,17,144
IGHA1,17,145
IGKV2-24,17,146
PPBP,17,147
IGHV3-21,17,148
PRSS57,17,149
S100A8,17,150
IGLV1-40,17,151
IGLV2-5,17,152
IGHV1-2,17,153
S100A9,17,154
PLD4,17,155
IGHV1-18,17,156
SCT,17,157
IGHV7-4-1,17,158
IGKC,17,159
IGLV3-25,17,160
IGLV7-46,17,161
CMTM5,17,162
IGLV3-10,17,163
TCL1A,17,164
IGLV1-47,17,165
IGHV3-48,17,166
MYL9,17,167
XCL1,17,168
LRRC26,17,169
IGKV2-30,17,170
IGKV4-1,17,171
TRDV3,17,172
ITGA2B,17,173
LST1,17,174
IGKV1D-13,17,175
CCDC50,17,176
FCER1A,17,177
PF4,17,178
F13A1,17,179
IGLV2-11,17,180
AC233755.1,17,181
GNG11,17,182
IGHV2-5,17,183
GP1BA,17,184
IGHV3-53,17,185
MS4A1,17,186
HLA-DPB1,17,187
IGHV1-69,17,188
HMOX1,17,189
XCL2,17,190
CXCL2,17,191
CCL4,17,192
JCHAIN,17,193
S100A12,17,194
HLA-DPA1,17,195
LYZ,17,196
CD1C,17,197
FCER1G,17,198
TREML1,17,199
CXCL8,17,200
HLA-DRB5,17,201
IGHV3-30,17,202
TCL1B,17,203
IGKV2D-28,17,204
IGLV1-41,17,205
FCGR3A,17,206
HLA-DQB1,17,207
TRBV2,17,208
IGKV1D-39,17,209
CST3,17,210
MS4A7,17,211
HLA-DRB1,17,212
IGHV4-39,17,213
TMEM40,17,214
IGHV3-66,17,215
TRBV20-1,17,216
HLA-DQA1,17,217
IL1B,17,218
IGLV2-23,17,219
APOBEC3A,17,220
HLA-DRA,17,221
HLA-DQA2,17,222
TRBV25-1,17,223
G0S2,17,224
FCN1,17,225
IGHV3-20,17,226
IGLV1-51,17,227
AC233755.2,17,228
EREG,17,229
SERPINA1,17,230
CLEC10A,17,231
SMIM25,17,232
IGHV3-74,17,233
VMO1,17,234
IGLV3-21,17,235
TRBV6-2,17,236
IGKV3-11,17,237
MAFB,17,238
IGLV4-69,17,239
CXCL3,17,240
IGHV4-61,17,241
IGHV1-46,17,242
IGKV3-20,17,243
C1QA,17,244
HBB,17,245
IGHV1-69D,17,246
IGKV1-9,17,247
IGKV1-8,17,248
LYPD2,17,249
C1QB,17,250
